consumption,meter_id,reading_date_time
78.6,12807,2018-12-01 01:00
44.428,53364,2018-12-01 01:00
53.6,12570,2018-12-01 01:00
180.2298,12811,2018-12-01 01:00
98,8733,2018-12-01 01:00
0,12825,2018-12-01 01:00
52.4,8740,2018-12-01 01:00
0,8763,2018-12-01 01:00
122.488,12870,2018-12-01 01:00
43.6,8762,2018-12-01 01:00
99.75,8749,2018-12-01 01:00
72.7,12841,2018-12-01 01:00
87.5556,8745,2018-12-01 01:00
46.6,12833,2018-12-01 01:00
198.903,8722,2018-12-01 01:00
82.4,12787,2018-12-01 01:00
101.6636,12862,2018-12-01 01:00
84,8759,2018-12-01 01:00
55.8191,12858,2018-12-01 01:00
65.2,8757,2018-12-01 01:00
98.5,12791,2018-12-01 01:00
79,8723,2018-12-01 01:00
246.9444,8729,2018-12-01 01:00
80.8,12801,2018-12-01 01:00
89.992,12821,2018-12-01 01:00
51.7,8738,2018-12-01 01:00
78.473,8766,2018-12-01 01:00
56.4,12878,2018-12-01 01:00
123.577,8751,2018-12-01 01:00
51.5,12845,2018-12-01 01:00
88.6826,12817,2018-12-01 01:00
63,8736,2018-12-01 01:00
31.9348,12874,2018-12-01 01:00
39.5,14933,2018-12-01 01:00
25.5,14939,2018-12-01 01:00
65,14937,2018-12-01 01:00
90.1406,8756,2018-12-01 01:00
62.7,14941,2018-12-01 01:00
33.577,83336,2018-12-01 01:00
40.8,83335,2018-12-01 01:00
55.1,195634,2018-12-01 01:00
66.642,8718,2018-12-01 01:30
55.5,12779,2018-12-01 01:30
100.2883,12849,2018-12-01 01:30
80.4,8752,2018-12-01 01:30
101.1222,12797,2018-12-01 01:30
57.1,8726,2018-12-01 01:30
55.961,8742,2018-12-01 01:30
61.7,12827,2018-12-01 01:30
87.1111,8725,2018-12-01 01:30
92.6,12793,2018-12-01 01:30
44.835,8761,2018-12-01 01:30
51.3,12864,2018-12-01 01:30
166.7717,8731,2018-12-01 01:30
68.9,12805,2018-12-01 01:30
87.7678,12853,2018-12-01 01:30
53.4,8754,2018-12-01 01:30
59.7,8719,2018-12-01 01:30
0,12781,2018-12-01 01:30
109.9519,12831,2018-12-01 01:30
94,8743,2018-12-01 01:30
44.6688,8732,2018-12-01 01:30
76.6,12807,2018-12-01 01:30
66.642,53364,2018-12-01 01:30
51.5,12570,2018-12-01 01:30
168.9658,12811,2018-12-01 01:30
100.6,8733,2018-12-01 01:30
0,12825,2018-12-01 01:30
49.1,8740,2018-12-01 01:30
0,8763,2018-12-01 01:30
111.3532,12870,2018-12-01 01:30
42,8762,2018-12-01 01:30
77.5833,8749,2018-12-01 01:30
70.3,12841,2018-12-01 01:30
65.6667,8745,2018-12-01 01:30
43.8,12833,2018-12-01 01:30
66.301,8722,2018-12-01 01:30
84.1,12787,2018-12-01 01:30
112.959,12862,2018-12-01 01:30
81.1,8759,2018-12-01 01:30
44.6557,12858,2018-12-01 01:30
65.8,8757,2018-12-01 01:30
65.667,12791,2018-12-01 01:30
73.4,8723,2018-12-01 01:30
78.5731,8729,2018-12-01 01:30
78.8,12801,2018-12-01 01:30
123.739,12821,2018-12-01 01:30
51.6,8738,2018-12-01 01:30
89.6831,8766,2018-12-01 01:30
54.4,12878,2018-12-01 01:30
0,8751,2018-12-01 01:30
43.6,12845,2018-12-01 01:30
77.5979,12817,2018-12-01 01:30
60.8,8736,2018-12-01 01:30
95.8033,12874,2018-12-01 01:30
41.1,14933,2018-12-01 01:30
23.8,14939,2018-12-01 01:30
64.9,14937,2018-12-01 01:30
101.409,8756,2018-12-01 01:30
60.7,14941,2018-12-01 01:30
33.577,83336,2018-12-01 01:30
41.1,83335,2018-12-01 01:30
55.2,195634,2018-12-01 01:30
22.214,8718,2018-12-01 02:00
57.2,12779,2018-12-01 02:00
78.0022,12849,2018-12-01 02:00
73.7,8752,2018-12-01 02:00
56.1794,12797,2018-12-01 02:00
54.3,8726,2018-12-01 02:00
100.73,8742,2018-12-01 02:00
67.4,12827,2018-12-01 02:00
108.8889,8725,2018-12-01 02:00
91.6,12793,2018-12-01 02:00
44.835,8761,2018-12-01 02:00
51.7,12864,2018-12-01 02:00
166.7717,8731,2018-12-01 02:00
66,12805,2018-12-01 02:00
87.7678,12853,2018-12-01 02:00
53,8754,2018-12-01 02:00
60.4,8719,2018-12-01 02:00
0,12781,2018-12-01 02:00
131.9423,12831,2018-12-01 02:00
96.5,8743,2018-12-01 02:00
55.8355,8732,2018-12-01 02:00
77,12807,2018-12-01 02:00
55.535,53364,2018-12-01 02:00
50.4,12570,2018-12-01 02:00
180.2298,12811,2018-12-01 02:00
106.5,8733,2018-12-01 02:00
0,12825,2018-12-01 02:00
50.5,8740,2018-12-01 02:00
0,8763,2018-12-01 02:00
111.3532,12870,2018-12-01 02:00
39.9,8762,2018-12-01 02:00
99.75,8749,2018-12-01 02:00
68.8,12841,2018-12-01 02:00
65.6667,8745,2018-12-01 02:00
43.8,12833,2018-12-01 02:00
265.205,8722,2018-12-01 02:00
78.3,12787,2018-12-01 02:00
101.6636,12862,2018-12-01 02:00
70.5,8759,2018-12-01 02:00
44.6557,12858,2018-12-01 02:00
65.5,8757,2018-12-01 02:00
76.611,12791,2018-12-01 02:00
55.3,8723,2018-12-01 02:00
123.4728,8729,2018-12-01 02:00
109.2,12801,2018-12-01 02:00
123.739,12821,2018-12-01 02:00
48,8738,2018-12-01 02:00
67.2628,8766,2018-12-01 02:00
51.9,12878,2018-12-01 02:00
0,8751,2018-12-01 02:00
42.2,12845,2018-12-01 02:00
0,12817,2018-12-01 02:00
54.5,8736,2018-12-01 02:00
95.8033,12874,2018-12-01 02:00
40.4,14933,2018-12-01 02:00
24.2,14939,2018-12-01 02:00
64.6,14937,2018-12-01 02:00
78.8733,8756,2018-12-01 02:00
59.6,14941,2018-12-01 02:00
44.769,83336,2018-12-01 02:00
38.1,83335,2018-12-01 02:00
54.3,195634,2018-12-01 02:00
66.642,8718,2018-12-01 02:30
50.9,12779,2018-12-01 02:30
55.716,12849,2018-12-01 02:30
64.2,8752,2018-12-01 02:30
67.4148,12797,2018-12-01 02:30
53.1,8726,2018-12-01 02:30
123.114,8742,2018-12-01 02:30
70.5,12827,2018-12-01 02:30
87.1111,8725,2018-12-01 02:30
84,12793,2018-12-01 02:30
33.6257,8761,2018-12-01 02:30
50.6,12864,2018-12-01 02:30
166.7717,8731,2018-12-01 02:30
65.5,12805,2018-12-01 02:30
32.9127,12853,2018-12-01 02:30
51.9,8754,2018-12-01 02:30
60.3,8719,2018-12-01 02:30
0,12781,2018-12-01 02:30
120.9477,12831,2018-12-01 02:30
95.5,8743,2018-12-01 02:30
100.5043,8732,2018-12-01 02:30
74.2,12807,2018-12-01 02:30
55.535,53364,2018-12-01 02:30
50.5,12570,2018-12-01 02:30
180.2298,12811,2018-12-01 02:30
101.8,8733,2018-12-01 02:30
0,12825,2018-12-01 02:30
49.1,8740,2018-12-01 02:30
0,8763,2018-12-01 02:30
100.2183,12870,2018-12-01 02:30
39.9,8762,2018-12-01 02:30
66.5,8749,2018-12-01 02:30
66.3,12841,2018-12-01 02:30
76.6111,8745,2018-12-01 02:30
41.8,12833,2018-12-01 02:30
121.552,8722,2018-12-01 02:30
75.1,12787,2018-12-01 02:30
101.6636,12862,2018-12-01 02:30
71,8759,2018-12-01 02:30
66.9825,12858,2018-12-01 02:30
60.7,8757,2018-12-01 02:30
76.611,12791,2018-12-01 02:30
56.2,8723,2018-12-01 02:30
56.1238,8729,2018-12-01 02:30
116.3,12801,2018-12-01 02:30
78.743,12821,2018-12-01 02:30
48.6,8738,2018-12-01 02:30
67.2628,8766,2018-12-01 02:30
49.8,12878,2018-12-01 02:30
0,8751,2018-12-01 02:30
39.6,12845,2018-12-01 02:30
77.5979,12817,2018-12-01 02:30
51.9,8736,2018-12-01 02:30
31.9348,12874,2018-12-01 02:30
36.7,14933,2018-12-01 02:30
25,14939,2018-12-01 02:30
61.8,14937,2018-12-01 02:30
90.1406,8756,2018-12-01 02:30
57.6,14941,2018-12-01 02:30
22.384,83336,2018-12-01 02:30
35.7,83335,2018-12-01 02:30
51.4,195634,2018-12-01 02:30
77.749,8718,2018-12-01 03:00
46.6,12779,2018-12-01 03:00
55.716,12849,2018-12-01 03:00
61.9,8752,2018-12-01 03:00
89.8857,12797,2018-12-01 03:00
53.5,8726,2018-12-01 03:00
100.73,8742,2018-12-01 03:00
69.7,12827,2018-12-01 03:00
98,8725,2018-12-01 03:00
83.6,12793,2018-12-01 03:00
44.835,8761,2018-12-01 03:00
48.1,12864,2018-12-01 03:00
155.6531,8731,2018-12-01 03:00
66,12805,2018-12-01 03:00
76.7966,12853,2018-12-01 03:00
54.4,8754,2018-12-01 03:00
56.1,8719,2018-12-01 03:00
0,12781,2018-12-01 03:00
98.9573,12831,2018-12-01 03:00
95,8743,2018-12-01 03:00
55.8355,8732,2018-12-01 03:00
72.6,12807,2018-12-01 03:00
66.642,53364,2018-12-01 03:00
52.2,12570,2018-12-01 03:00
168.9658,12811,2018-12-01 03:00
100,8733,2018-12-01 03:00
0,12825,2018-12-01 03:00
47.6,8740,2018-12-01 03:00
0,8763,2018-12-01 03:00
100.2183,12870,2018-12-01 03:00
40,8762,2018-12-01 03:00
55.4167,8749,2018-12-01 03:00
66.5,12841,2018-12-01 03:00
54.7222,8745,2018-12-01 03:00
40.6,12833,2018-12-01 03:00
187.853,8722,2018-12-01 03:00
73.9,12787,2018-12-01 03:00
101.6636,12862,2018-12-01 03:00
63.5,8759,2018-12-01 03:00
33.4912,12858,2018-12-01 03:00
56.9,8757,2018-12-01 03:00
65.667,12791,2018-12-01 03:00
54.2,8723,2018-12-01 03:00
101.0224,8729,2018-12-01 03:00
90.9,12801,2018-12-01 03:00
134.988,12821,2018-12-01 03:00
47.7,8738,2018-12-01 03:00
33.6314,8766,2018-12-01 03:00
46.6,12878,2018-12-01 03:00
0,8751,2018-12-01 03:00
35.8,12845,2018-12-01 03:00
0,12817,2018-12-01 03:00
50.3,8736,2018-12-01 03:00
63.8685,12874,2018-12-01 03:00
36.4,14933,2018-12-01 03:00
25.2,14939,2018-12-01 03:00
61.6,14937,2018-12-01 03:00
78.8733,8756,2018-12-01 03:00
54.9,14941,2018-12-01 03:00
44.769,83336,2018-12-01 03:00
36.9,83335,2018-12-01 03:00
51.4,195634,2018-12-01 03:00
66.642,8718,2018-12-01 03:30
52.2,12779,2018-12-01 03:30
33.4298,12849,2018-12-01 03:30
61.5,8752,2018-12-01 03:30
56.1794,12797,2018-12-01 03:30
56.2,8726,2018-12-01 03:30
89.538,8742,2018-12-01 03:30
68.8,12827,2018-12-01 03:30
87.1111,8725,2018-12-01 03:30
85.3,12793,2018-12-01 03:30
44.835,8761,2018-12-01 03:30
48.1,12864,2018-12-01 03:30
155.6531,8731,2018-12-01 03:30
60.9,12805,2018-12-01 03:30
76.7966,12853,2018-12-01 03:30
53.3,8754,2018-12-01 03:30
53.9,8719,2018-12-01 03:30
0,12781,2018-12-01 03:30
120.9477,12831,2018-12-01 03:30
93.5,8743,2018-12-01 03:30
44.6688,8732,2018-12-01 03:30
70.6,12807,2018-12-01 03:30
11.107,53364,2018-12-01 03:30
56.3,12570,2018-12-01 03:30
191.4939,12811,2018-12-01 03:30
98.8,8733,2018-12-01 03:30
0,12825,2018-12-01 03:30
49.5,8740,2018-12-01 03:30
0,8763,2018-12-01 03:30
77.9474,12870,2018-12-01 03:30
40.9,8762,2018-12-01 03:30
99.75,8749,2018-12-01 03:30
65.5,12841,2018-12-01 03:30
43.7778,8745,2018-12-01 03:30
40.5,12833,2018-12-01 03:30
187.853,8722,2018-12-01 03:30
73.5,12787,2018-12-01 03:30
90.367,12862,2018-12-01 03:30
63.5,8759,2018-12-01 03:30
78.147,12858,2018-12-01 03:30
59.9,8757,2018-12-01 03:30
65.667,12791,2018-12-01 03:30
53.1,8723,2018-12-01 03:30
67.349,8729,2018-12-01 03:30
69.8,12801,2018-12-01 03:30
134.988,12821,2018-12-01 03:30
45.4,8738,2018-12-01 03:30
33.6314,8766,2018-12-01 03:30
44.4,12878,2018-12-01 03:30
0,8751,2018-12-01 03:30
37.2,12845,2018-12-01 03:30
88.6826,12817,2018-12-01 03:30
48,8736,2018-12-01 03:30
63.8685,12874,2018-12-01 03:30
35.6,14933,2018-12-01 03:30
25.2,14939,2018-12-01 03:30
60.8,14937,2018-12-01 03:30
101.409,8756,2018-12-01 03:30
54.4,14941,2018-12-01 03:30
33.577,83336,2018-12-01 03:30
36.6,83335,2018-12-01 03:30
51.5,195634,2018-12-01 03:30
44.428,8718,2018-12-01 04:00
65.7,12779,2018-12-01 04:00
66.8585,12849,2018-12-01 04:00
55.4,8752,2018-12-01 04:00
44.9428,12797,2018-12-01 04:00
54.2,8726,2018-12-01 04:00
111.922,8742,2018-12-01 04:00
67.8,12827,2018-12-01 04:00
76.2222,8725,2018-12-01 04:00
85.6,12793,2018-12-01 04:00
67.2514,8761,2018-12-01 04:00
47.3,12864,2018-12-01 04:00
155.6531,8731,2018-12-01 04:00
60,12805,2018-12-01 04:00
76.7966,12853,2018-12-01 04:00
69.9,8754,2018-12-01 04:00
53.6,8719,2018-12-01 04:00
0,12781,2018-12-01 04:00
98.9573,12831,2018-12-01 04:00
95,8743,2018-12-01 04:00
55.8355,8732,2018-12-01 04:00
71.4,12807,2018-12-01 04:00
0,53364,2018-12-01 04:00
62,12570,2018-12-01 04:00
202.7579,12811,2018-12-01 04:00
97.9,8733,2018-12-01 04:00
0,12825,2018-12-01 04:00
48.8,8740,2018-12-01 04:00
0,8763,2018-12-01 04:00
89.0823,12870,2018-12-01 04:00
40.6,8762,2018-12-01 04:00
110.8333,8749,2018-12-01 04:00
64.3,12841,2018-12-01 04:00
87.5556,8745,2018-12-01 04:00
42.4,12833,2018-12-01 04:00
88.402,8722,2018-12-01 04:00
70.3,12787,2018-12-01 04:00
101.6636,12862,2018-12-01 04:00
63.8,8759,2018-12-01 04:00
33.4912,12858,2018-12-01 04:00
59.2,8757,2018-12-01 04:00
54.722,12791,2018-12-01 04:00
53.5,8723,2018-12-01 04:00
112.2476,8729,2018-12-01 04:00
64.5,12801,2018-12-01 04:00
89.992,12821,2018-12-01 04:00
47.2,8738,2018-12-01 04:00
67.2628,8766,2018-12-01 04:00
44.4,12878,2018-12-01 04:00
0,8751,2018-12-01 04:00
36.3,12845,2018-12-01 04:00
0,12817,2018-12-01 04:00
49.4,8736,2018-12-01 04:00
63.8685,12874,2018-12-01 04:00
36.8,14933,2018-12-01 04:00
26.1,14939,2018-12-01 04:00
62.9,14937,2018-12-01 04:00
90.1406,8756,2018-12-01 04:00
55.8,14941,2018-12-01 04:00
78.346,83336,2018-12-01 04:00
39.8,83335,2018-12-01 04:00
51,195634,2018-12-01 04:00
66.642,8718,2018-12-01 04:30
61.6,12779,2018-12-01 04:30
55.716,12849,2018-12-01 04:30
55.7,8752,2018-12-01 04:30
134.8296,12797,2018-12-01 04:30
65.6,8726,2018-12-01 04:30
145.499,8742,2018-12-01 04:30
74.4,12827,2018-12-01 04:30
87.1111,8725,2018-12-01 04:30
84.2,12793,2018-12-01 04:30
78.4607,8761,2018-12-01 04:30
49.6,12864,2018-12-01 04:30
166.7717,8731,2018-12-01 04:30
64.5,12805,2018-12-01 04:30
76.7966,12853,2018-12-01 04:30
71.2,8754,2018-12-01 04:30
55.3,8719,2018-12-01 04:30
0,12781,2018-12-01 04:30
109.9519,12831,2018-12-01 04:30
95,8743,2018-12-01 04:30
55.8355,8732,2018-12-01 04:30
71.2,12807,2018-12-01 04:30
0,53364,2018-12-01 04:30
64,12570,2018-12-01 04:30
202.7579,12811,2018-12-01 04:30
93,8733,2018-12-01 04:30
0,12825,2018-12-01 04:30
59.1,8740,2018-12-01 04:30
0,8763,2018-12-01 04:30
100.2183,12870,2018-12-01 04:30
40.6,8762,2018-12-01 04:30
110.8333,8749,2018-12-01 04:30
67.2,12841,2018-12-01 04:30
98.5,8745,2018-12-01 04:30
46.6,12833,2018-12-01 04:30
165.753,8722,2018-12-01 04:30
68.6,12787,2018-12-01 04:30
101.6636,12862,2018-12-01 04:30
64.2,8759,2018-12-01 04:30
78.147,12858,2018-12-01 04:30
56.4,8757,2018-12-01 04:30
87.556,12791,2018-12-01 04:30
61.7,8723,2018-12-01 04:30
112.2476,8729,2018-12-01 04:30
64.7,12801,2018-12-01 04:30
112.49,12821,2018-12-01 04:30
47.7,8738,2018-12-01 04:30
78.473,8766,2018-12-01 04:30
48,12878,2018-12-01 04:30
61.788,8751,2018-12-01 04:30
37.5,12845,2018-12-01 04:30
77.5979,12817,2018-12-01 04:30
48.8,8736,2018-12-01 04:30
63.8685,12874,2018-12-01 04:30
36.8,14933,2018-12-01 04:30
29.9,14939,2018-12-01 04:30
66.7,14937,2018-12-01 04:30
78.8733,8756,2018-12-01 04:30
55.2,14941,2018-12-01 04:30
67.153,83336,2018-12-01 04:30
41.8,83335,2018-12-01 04:30
51.1,195634,2018-12-01 04:30
66.642,8718,2018-12-01 05:00
61.4,12779,2018-12-01 05:00
55.716,12849,2018-12-01 05:00
66.4,8752,2018-12-01 05:00
101.1222,12797,2018-12-01 05:00
70.7,8726,2018-12-01 05:00
145.499,8742,2018-12-01 05:00
86.2,12827,2018-12-01 05:00
76.2222,8725,2018-12-01 05:00
94.6,12793,2018-12-01 05:00
78.4607,8761,2018-12-01 05:00
49.3,12864,2018-12-01 05:00
177.8893,8731,2018-12-01 05:00
73.1,12805,2018-12-01 05:00
120.6805,12853,2018-12-01 05:00
73.1,8754,2018-12-01 05:00
54.1,8719,2018-12-01 05:00
0,12781,2018-12-01 05:00
120.9477,12831,2018-12-01 05:00
93,8743,2018-12-01 05:00
100.5043,8732,2018-12-01 05:00
72.6,12807,2018-12-01 05:00
0,53364,2018-12-01 05:00
66.9,12570,2018-12-01 05:00
225.287,12811,2018-12-01 05:00
108,8733,2018-12-01 05:00
0,12825,2018-12-01 05:00
54.1,8740,2018-12-01 05:00
0,8763,2018-12-01 05:00
111.3532,12870,2018-12-01 05:00
40,8762,2018-12-01 05:00
166.25,8749,2018-12-01 05:00
79.3,12841,2018-12-01 05:00
87.5556,8745,2018-12-01 05:00
51.9,12833,2018-12-01 05:00
66.301,8722,2018-12-01 05:00
65.2,12787,2018-12-01 05:00
112.959,12862,2018-12-01 05:00
85.2,8759,2018-12-01 05:00
33.4912,12858,2018-12-01 05:00
63.6,8757,2018-12-01 05:00
87.556,12791,2018-12-01 05:00
68.1,8723,2018-12-01 05:00
78.5731,8729,2018-12-01 05:00
64.5,12801,2018-12-01 05:00
146.238,12821,2018-12-01 05:00
48.8,8738,2018-12-01 05:00
78.473,8766,2018-12-01 05:00
68,12878,2018-12-01 05:00
463.413,8751,2018-12-01 05:00
48.2,12845,2018-12-01 05:00
11.0859,12817,2018-12-01 05:00
53.1,8736,2018-12-01 05:00
95.8033,12874,2018-12-01 05:00
39.4,14933,2018-12-01 05:00
28.1,14939,2018-12-01 05:00
67.6,14937,2018-12-01 05:00
90.1406,8756,2018-12-01 05:00
55.4,14941,2018-12-01 05:00
55.961,83336,2018-12-01 05:00
46.8,83335,2018-12-01 05:00
53.5,195634,2018-12-01 05:00
77.749,8718,2018-12-01 05:30
65.9,12779,2018-12-01 05:30
66.8585,12849,2018-12-01 05:30
65.2,8752,2018-12-01 05:30
134.8296,12797,2018-12-01 05:30
76.8,8726,2018-12-01 05:30
167.883,8742,2018-12-01 05:30
92.9,12827,2018-12-01 05:30
87.1111,8725,2018-12-01 05:30
90.6,12793,2018-12-01 05:30
78.4607,8761,2018-12-01 05:30
48,12864,2018-12-01 05:30
189.0079,8731,2018-12-01 05:30
78.5,12805,2018-12-01 05:30
120.6805,12853,2018-12-01 05:30
77.7,8754,2018-12-01 05:30
66.7,8719,2018-12-01 05:30
0,12781,2018-12-01 05:30
131.9423,12831,2018-12-01 05:30
95.5,8743,2018-12-01 05:30
89.3365,8732,2018-12-01 05:30
72.8,12807,2018-12-01 05:30
0,53364,2018-12-01 05:30
72.1,12570,2018-12-01 05:30
225.287,12811,2018-12-01 05:30
111.5,8733,2018-12-01 05:30
0,12825,2018-12-01 05:30
54.4,8740,2018-12-01 05:30
9.945,8763,2018-12-01 05:30
100.2183,12870,2018-12-01 05:30
56.6,8762,2018-12-01 05:30
166.25,8749,2018-12-01 05:30
82.9,12841,2018-12-01 05:30
76.6111,8745,2018-12-01 05:30
45,12833,2018-12-01 05:30
154.703,8722,2018-12-01 05:30
67.3,12787,2018-12-01 05:30
124.2556,12862,2018-12-01 05:30
105.2,8759,2018-12-01 05:30
66.9825,12858,2018-12-01 05:30
76.8,8757,2018-12-01 05:30
76.611,12791,2018-12-01 05:30
71.7,8723,2018-12-01 05:30
89.7983,8729,2018-12-01 05:30
65.7,12801,2018-12-01 05:30
112.49,12821,2018-12-01 05:30
49.9,8738,2018-12-01 05:30
89.6831,8766,2018-12-01 05:30
70.8,12878,2018-12-01 05:30
92.683,8751,2018-12-01 05:30
45.1,12845,2018-12-01 05:30
99.7685,12817,2018-12-01 05:30
53.6,8736,2018-12-01 05:30
63.8685,12874,2018-12-01 05:30
41.8,14933,2018-12-01 05:30
26,14939,2018-12-01 05:30
67.8,14937,2018-12-01 05:30
90.1406,8756,2018-12-01 05:30
57,14941,2018-12-01 05:30
67.153,83336,2018-12-01 05:30
45.8,83335,2018-12-01 05:30
62.2,195634,2018-12-01 05:30
122.177,8718,2018-12-01 06:00
75.9,12779,2018-12-01 06:00
77.8042,12849,2018-12-01 06:00
66.9,8752,2018-12-01 06:00
146.065,12797,2018-12-01 06:00
90.2,8726,2018-12-01 06:00
179.076,8742,2018-12-01 06:00
89.7,12827,2018-12-01 06:00
109.1667,8725,2018-12-01 06:00
96.7,12793,2018-12-01 06:00
89.4413,8761,2018-12-01 06:00
50.5,12864,2018-12-01 06:00
177.8893,8731,2018-12-01 06:00
93.3,12805,2018-12-01 06:00
131.6506,12853,2018-12-01 06:00
93.7,8754,2018-12-01 06:00
80.5,8719,2018-12-01 06:00
0,12781,2018-12-01 06:00
110.2346,12831,2018-12-01 06:00
99.5,8743,2018-12-01 06:00
122.8387,8732,2018-12-01 06:00
78.6,12807,2018-12-01 06:00
0,53364,2018-12-01 06:00
79.5,12570,2018-12-01 06:00
213.4798,12811,2018-12-01 06:00
121.3,8733,2018-12-01 06:00
0,12825,2018-12-01 06:00
84.1,8740,2018-12-01 06:00
11.107,8763,2018-12-01 06:00
111.0705,12870,2018-12-01 06:00
64,8762,2018-12-01 06:00
